"address","graffiti_contractors","created_at","customfld_lat","customfld_lon","group_id","hate_gang","ticket_id","loc_details","loc_name","public_description","url","responsible_party","sqft_abated","graffiti_status_primary","graffiti_status_details","status","square_footage"
"**Address:** 2118 SE DIVISION ST, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-21T16:03:20Z","45.50467","-122.64415",8559017236631,"FALSE",67401,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67401.json","Contractor","","Solved","Cleaned by contractor","solved","2"
"**Address:** 2002 SE DIVISION ST, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-21T16:02:16Z","45.50472","-122.64543",8559017236631,"FALSE",67398,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67398.json","Contractor","","Solved","Cleaned by contractor","solved","5"
"**Address:** 400 N THOMPSON ST, Portland, OREGON 97227",NA,"2023-03-21T12:24:16Z","45.53877116459408","-122.66970813274385",8559017236631,"FALSE",67351,"**Location Details:** Highwall wall","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67351.json","Contractor","","Open",NA,"new",NA
"**Address:** 3129 SW 1ST AVE, Portland, OREGON 97239",NA,"2023-03-21T05:30:33Z","45.50028","-122.67918",8559017236631,"FALSE",67349,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67349.json","Property Owner","","Solved","Cleaned by property owner","solved",NA
"**Address:** 3553 SE Stark St.",NA,"2023-03-21T04:54:07Z","45.52035485052296","-122.62584323412739",8559017236631,"FALSE",67348,"**Location Details:** Garbage can tagged at the entrance at 37th Ave.","**Location name:** Laurelhurst Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67348.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 510 N RUSSELL ST, Portland, OREGON 97227",NA,"2023-03-21T04:49:13Z","45.540623522580056","-122.67110824584962",8559017236631,"FALSE",67347,"NA","**Location name:** Sherwin Williams Auto",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67347.json","Contractor","","Open",NA,"new",NA
"**Address:** 2401 SW 4TH AVE, Portland, OREGON 97201",NA,"2023-03-21T04:44:24Z","45.50598598346915","-122.68256664276124",8559017236631,"FALSE",67346,"**Location Details:** Caruthers exit and Hospital signs","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67346.json","Contractor","","Open",NA,"new",NA
"**Address:** 410 NW 21ST AVE, Portland, OREGON 97209",NA,"2023-03-21T04:21:15Z","45.52581","-122.69409",8559017236631,"FALSE",67344,"**Location Details:** Trash cans behind the Carina Lounge restaurant have graffiti.","**Location name:** Carina Lounge",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67344.json","Public Partner","","Solved","Referred to public partner","solved",NA
"**Address:** 2195 NW FLANDERS ST, Portland, OREGON 97210",NA,"2023-03-21T04:16:20Z","45.52571","-122.69621",8559017236631,"FALSE",67343,"**Location Details:** Large circular yellow traffic divider on corner of NW 22nd and NW Flanders St.","**Location name:** yellow traffic divider",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67343.json","Contractor","","Solved",NA,"solved",NA
"**Address:** 2015 NW FLANDERS ST, Portland, OREGON 97209",NA,"2023-03-21T04:10:20Z","45.52577","-122.69276",8559017236631,"FALSE",67342,"**Location Details:** This is on the side of NW 20th near 2015 NW Flanders St.","**Location name:** metal plate on sidewalk",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67342.json","Contractor","","Open",NA,"new",NA
"**Address:** 2222 NW LOVEJOY ST, Portland, OREGON 97210",NA,"2023-03-21T04:06:20Z","45.529305526958595","-122.69701570272447",8559017236631,"FALSE",67341,"**Location Details:** This is two electrical boxes on the corner of NW 22nd and NW Kearney.","**Location name:** Baskin Clinic - Northwest - parking garage corner",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67341.json","Contractor","","Open",NA,"new",NA
"**Address:** 2033 NW GLISAN ST, Portland, OREGON 97209",NA,"2023-03-21T03:56:55Z","45.52669","-122.6924",8559017236631,"FALSE",67339,"**Location Details:** couch park graffiti v5","**Location name:** Couch Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67339.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 2033 NW GLISAN ST, Portland, OREGON 97209",NA,"2023-03-21T03:54:49Z","45.52669","-122.6924",8559017236631,"FALSE",67337,"**Location Details:** couch park graffiti v5","**Location name:** Couch Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67337.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 2033 NW GLISAN ST, Portland, OREGON 97209",NA,"2023-03-21T03:53:03Z","45.52669","-122.6924",8559017236631,"FALSE",67336,"**Location Details:** couch park graffiti v4","**Location name:** Couch Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67336.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 2033 NW GLISAN ST, Portland, OREGON 97209",NA,"2023-03-21T03:50:41Z","45.52669","-122.6924",8559017236631,"FALSE",67335,"**Location Details:** couch park graffiti v3","**Location name:** Couch Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67335.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 2033 NW GLISAN ST, Portland, OREGON 97209",NA,"2023-03-21T03:48:46Z","45.52669","-122.6924",8559017236631,"FALSE",67334,"**Location Details:** couch park graffiti v2","**Location name:** Couch Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67334.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 2033 NW GLISAN ST, Portland, OREGON 97209",NA,"2023-03-21T03:46:38Z","45.52669","-122.6924",8559017236631,"FALSE",67333,"**Location Details:** Near children's playground v1","**Location name:** Couch Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67333.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 211 SE CARUTHERS ST, Portland, OREGON 97214",NA,"2023-03-21T00:45:50Z","45.50591329841103","-122.66433832162403",8559017236631,"FALSE",67289,"**Location Details:** Signboard with map of ""Springwater Corridor Vicinity"" where multi-use path meets SE Caruthers St.","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67289.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 2201 SE 2ND PL, Portland, OREGON 97214",NA,"2023-03-21T00:40:30Z","45.506955944310285","-122.6650892931262",8559017236631,"FALSE",67286,"**Location Details:** Several signs along multi-use path","**Location name:** OMSI",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67286.json","Contractor","","Open",NA,"new",NA
"**Address:** 720 NE FLANDERS ST, Portland, OREGON 97232",NA,"2023-03-21T00:39:07Z","45.52556","-122.65835",8559017236631,"FALSE",67285,"NA","**Location name:** Flanders Building",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67285.json","Contractor","","Open",NA,"new",NA
"**Address:** 30 SE CLAY ST, Portland, OREGON 97214",NA,"2023-03-21T00:37:11Z","45.5108130650569","-122.66743357912908",8559017236631,"FALSE",67284,"**Location Details:** Signs on fence along north side of property next to multi-use path","**Location name:** OMSI",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67284.json","Contractor","","Open",NA,"new",NA
"**Address:** 2806 NE 82ND AVE, Portland, OREGON 97220",NA,"2023-03-20T23:58:14Z","45.542558476400735","-122.57904410362245",8559017236631,"FALSE",67266,"**Location Details:** Utility box. See photo","**Location name:** Bus stop in front of McDaniel HS",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67266.json","Contractor","","Open",NA,"new",NA
"**Address:** 2620 NE 82ND AVE, Portland, OREGON 97220",NA,"2023-03-20T23:55:41Z","45.54131485353281","-122.57915139198305",8559017236631,"FALSE",67264,"**Location Details:** See photo","**Location name:** McDaniel HS",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67264.json","Contractor","","Open",NA,"new",NA
"**Address:** 1701 NW THURMAN ST, Portland, OREGON 97209",NA,"2023-03-20T23:47:11Z","45.535907967894204","-122.68881887197497",8559017236631,"FALSE",67257,"**Location Details:** still here, graffiti all over garage door, same tag ""PINO"" on electrical meter (right side of photo) also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67257.json","Contractor","","Open",NA,"new",NA
"**Address:** 600 NE Grand Ave.",NA,"2023-03-20T23:21:43Z","45.52785354216748","-122.65966947626741",8559017236631,"FALSE",67238,"**Location Details:** Graffiti found on 3/20 in the Irving Garage. This graffiti is similar to ones found on 3/17 but was missed. The Irving Garage is attached to the Metro Regional Center which is located at 600 NE Grand Ave. Metro is the City of Portland's Regional Government. This graffiti has been reported to an outside agency for removal and is for informational purposes only.","**Location name:** Irving Street Garage",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67238.json","Property Owner","","Solved","Cleaned by property owner","solved",NA
"**Address:** SE BELMONT ST AND SE WATER AVE, PORTLAND, OREGON",NA,"2023-03-20T21:24:31Z","45.51649527404","-122.66583486495",8559017236631,"FALSE",67134,"**Location Details:** Brick wall in parking lot next to large tiger mural","**Location name:** Parking lot of Hair of the Dog Brewery",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67134.json","Contractor","","Open",NA,"new",NA
"**Address:** 422 E BURNSIDE ST, Portland, OREGON 97214","graffiti_removal_services_grs","2023-03-20T21:18:26Z","45.52283274086164","-122.6612511277199",8559017236631,"FALSE",67128,"**Location Details:** We would like this graffiti on the brick removed by pressure washing. We do not want to paint the brick surfaces.","**Location name:** Subaru of Portland",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67128.json","Contractor","","Pending","Contractor resolution","pending",NA
"**Address:** 310 SE 6TH AVE, Portland, OREGON 97214",NA,"2023-03-20T20:59:27Z","45.52041712450257","-122.65962302684785",8559017236631,"FALSE",67107,"**Location Details:** On the side of the building facing 6th Avenue, between Oak and Pine. This if for reporting proposes only as we will paint over the graffiti as soon as weather permits.","**Location name:** Subaru of Portland shop",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67107.json","Property Owner","","Solved","Cleaned by property owner","solved",NA
"**Address:** N/A",NA,"2023-03-20T20:54:13Z","45.53680602034665","-122.68437445163728",8559017236631,"FALSE",67102,"**Location Details:** still here, on riverwalk near Fremont Bridge structure (more graffiti all over fence & streetlight poles underneath Fremont Bridge)","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67102.json","Contractor","","Open",NA,"new",NA
"**Address:** 18 SW 1ST AVE, Portland, OREGON 97204",NA,"2023-03-20T20:50:49Z","45.5227","-122.67101",8559017236631,"FALSE",67097,"**Location Details:** There is graffiti on the concrete of the Skidmore fountain.","**Location name:** Skidmore Fountain",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67097.json","Contractor","","Open",NA,"new",NA
"**Address:** 2220 NW FRONT AVE, Portland, OREGON 97209",NA,"2023-03-20T20:49:24Z","45.53929719537851","-122.69062131643298",8559017236631,"FALSE",67092,"**Location Details:** still here, Rivage Apartments sign on NW Front Ave btw riverwalk & NW 18th Ave, same tag ""PINO"" in red also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67092.json","Contractor","","Open",NA,"new",NA
"**Address:** 2250 NW FRONT AVE, Portland, OREGON 97209",NA,"2023-03-20T20:46:56Z","45.539522635636764","-122.69074469804767",8559017236631,"FALSE",67088,"**Location Details:** still here, NW Front Ave near Rivage Apartments corner & where riverwalk starts, same tag ""PINO"" in red also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67088.json","Contractor","","Open",NA,"new",NA
"**Address:** 2250 NW FRONT AVE, Portland, OREGON 97209",NA,"2023-03-20T20:45:33Z","45.53939488626806","-122.69079834222796",8559017236631,"FALSE",67085,"**Location Details:** still here, NW Front Ave near Rivage Apartments corner & where riverwalk starts, same tag ""PINO"" in red also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67085.json","Contractor","","Open",NA,"new",NA
"**Address:** 2098 NW FRONT AVE, Portland, OREGON 97209",NA,"2023-03-20T20:41:05Z","45.53986455163677","-122.69035845994952",8559017236631,"FALSE",67074,"**Location Details:** right outside Multnomah County Sheriff boathouse ramp on riverwalk, same tag ""PINO"" in red also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67074.json","Contractor","","Open",NA,"new",NA
"**Address:** 2098 NW FRONT AVE, Portland, OREGON 97209",NA,"2023-03-20T20:39:19Z","45.53977061887688","-122.69041746854784",8559017236631,"FALSE",67073,"**Location Details:** right outside Multnomah County Sheriff boathouse ramp on riverwalk, same tag ""PINO"" in red also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67073.json","Contractor","","Open",NA,"new",NA
"**Address:** 2250 NW FRONT AVE, Portland, OREGON 97209",NA,"2023-03-20T20:36:29Z","45.539545179612894","-122.69050866365434",8559017236631,"FALSE",67070,"**Location Details:** on Rivage Apartments property on riverwalk, same tag ""PINO"" in red also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67070.json","Contractor","","Open",NA,"new",NA
"**Address:** 6744 NE SANDY BLVD, Portland, OREGON 97213",NA,"2023-03-20T20:33:47Z","45.54642","-122.59345",8559017236631,"FALSE",67063,"**Location Details:** This graffiti has been on this building for years, the building owner won’t mitigate it","**Location name:** Vacant Storefront",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67063.json","Contractor","","Open",NA,"new",NA
"**Address:** 6800 NE SANDY BLVD, Portland, OREGON 97213",NA,"2023-03-20T20:32:07Z","45.54652","-122.59297",8559017236631,"FALSE",67059,"**Location Details:** They removed the graffiti around the door last week, but not on the side of the building facing Sandy","**Location name:** May’s Flowers",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67059.json","Contractor","","Open",NA,"new",NA
"**Address:** 1954 SE DIVISION ST, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:12:43Z","45.50431","-122.64611",8559017236631,"FALSE",67036,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67036.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 1904 SE DIVISION ST, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:11:50Z","45.50446","-122.64661",8559017236631,"FALSE",67034,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67034.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 1818 SE DIVISION ST, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:10:59Z","45.50458","-122.64717",8559017236631,"FALSE",67032,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67032.json","Contractor","","Solved","Cleaned by contractor","solved","9"
"**Address:** 2518 SE 17TH AVE, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:09:26Z","45.50461","-122.64835",8559017236631,"FALSE",67030,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67030.json","Contractor","","Solved","Cleaned by contractor","solved","2"
"**Address:** 2518 SE 17TH AVE, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:08:34Z","45.50461","-122.64835",8559017236631,"FALSE",67029,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67029.json","Contractor","","Solved","Cleaned by contractor","solved","6"
"**Address:** 2505 SE 14TH AVE, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:07:38Z","45.50468","-122.65191",8559017236631,"FALSE",67028,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67028.json","Contractor","","Solved","Cleaned by contractor","solved","6"
"**Address:** 2505 SE 14TH AVE, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:06:46Z","45.50468","-122.65191",8559017236631,"FALSE",67027,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67027.json","Contractor","","Solved","Cleaned by contractor","solved","10"
"**Address:** SE 13TH AVE AND SE DIVISION ST, PORTLAND, OREGON","graffiti_removal_services_grs","2023-03-20T20:05:36Z","45.50485095071","-122.65271933905",8559017236631,"FALSE",67025,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67025.json","Contractor","","Solved","Cleaned by contractor","solved","5"
"**Address:** 1308 SE DIVISION ST, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T20:04:17Z","45.50468","-122.65237",8559017236631,"FALSE",67022,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67022.json","Contractor","","Solved","Cleaned by contractor","solved","11"
"**Address:** SE 12TH AVE AND SE DIVISION ST, PORTLAND, OREGON","graffiti_removal_services_grs","2023-03-20T20:03:02Z","45.50485395406","-122.65372001614",8559017236631,"FALSE",67016,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67016.json","Contractor","","Solved","Cleaned by contractor","solved","5"
"**Address:** N/A",NA,"2023-03-20T20:01:20Z","45.53668953736523","-122.68452197313312",8559017236631,"FALSE",67013,"**Location Details:** Fremont Bridge structure near riverwalk TRASHED AGAIN","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67013.json","Contractor","","Open",NA,"new",NA
"**Address:** 2908 SE 56TH AVE, Portland, OREGON 97206",NA,"2023-03-20T20:00:23Z","45.50152679724259","-122.60483622550966",8559017236631,"FALSE",67010,"**Location Details:** Bathroom INSIDE PARK. Adjacent to the playground. Is covered in graffiti. The playground itself also has graffiti as well as the benches. Thanks for all the work you do.","**Location name:** Clinton Park",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/67010.json","Parks","","Solved","Referred to parks","solved",NA
"**Address:** 8656 SE HOLGATE BLVD, Portland, OREGON 97266",NA,"2023-03-20T18:33:22Z","45.49","-122.57352",8559017236631,"FALSE",66933,"**Location Details:** Fence is constantly vandalized with graffiti, possible gang signs? Thank you for helping to clean this up!","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66933.json","Contractor","","Open",NA,"new",NA
"**Address:** 8012 SE POWELL BLVD, Portland, OREGON 97206","graffiti_removal_services_grs","2023-03-20T18:31:57Z","45.49723","-122.58059",8559017236631,"FALSE",66930,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66930.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** SE 35TH PL AND SE POWELL BLVD, PORTLAND, OREGON","graffiti_removal_services_grs","2023-03-20T18:31:04Z","45.49695170618","-122.62769997066",8559017236631,"FALSE",66928,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66928.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 3940 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T18:30:04Z","45.49692","-122.62198",8559017236631,"FALSE",66927,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66927.json","Contractor","","Solved","Cleaned by contractor","solved","1"
"**Address:** 3454 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T18:27:12Z","45.49654","-122.62889",8559017236631,"FALSE",66923,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66923.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 3608 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T18:26:12Z","45.49687","-122.62614",8559017236631,"FALSE",66921,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66921.json","Contractor","","Solved","Cleaned by contractor","solved","6"
"**Address:** 309 SW 3RD AVE, Portland, OREGON 97204",NA,"2023-03-20T18:04:28Z","45.5208","-122.67453",8559017236631,"FALSE",66887,"**Location Details:** HAPPEN ON OAK ST SIDE OF BUILDING ON SATURDAY NIGHT AT ABOUT 20:24 AT THE SIDE ENTERANCE. THE TWO PERSON WHO DID THIS HAD GLOVE AND BACKPACK. THEY KNEW WHAT THEY WERE DOING.","**Location name:** CHURCH OF SCIENTOLOGY OF PORTLAND",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66887.json","Contractor","","Solved",NA,"solved",NA
"**Address:** 3608 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T18:00:28Z","45.49687","-122.62614",8559017236631,"FALSE",66882,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66882.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 2800 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T17:59:13Z","45.4977886754","-122.63758992008",8559017236631,"FALSE",66878,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66878.json","Contractor","","Solved","Cleaned by contractor","solved","3"
"**Address:** 2820 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T17:57:59Z","45.49745","-122.6371",8559017236631,"FALSE",66876,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66876.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 2110 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T17:57:00Z","45.49884","-122.6443",8559017236631,"FALSE",66875,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66875.json","Contractor","","Solved","Cleaned by contractor","solved","3"
"**Address:** 2040 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T17:56:02Z","45.49915","-122.64494",8559017236631,"FALSE",66874,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66874.json","Contractor","","Solved","Cleaned by contractor","solved","6"
"**Address:** SE POWELL BLVD AND SE 21ST AVE, PORTLAND, OREGON","graffiti_removal_services_grs","2023-03-20T17:55:04Z","45.49935103897","-122.64463955004",8559017236631,"FALSE",66872,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66872.json","Contractor","","Solved","Cleaned by contractor","solved","5"
"**Address:** SE POWELL BLVD FRONTAGE RD AND SE 19TH AVE, PORTLAND, OREGON","graffiti_removal_services_grs","2023-03-20T17:54:11Z","45.49989066903","-122.64665893609",8559017236631,"FALSE",66870,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66870.json","Contractor","","Solved","Cleaned by contractor","solved","6"
"**Address:** 3220 SE 19TH AVE, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T17:53:09Z","45.49905","-122.64646",8559017236631,"FALSE",66869,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66869.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 3111 SE 13TH AVE, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T17:52:13Z","45.50038","-122.65242",8559017236631,"FALSE",66868,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66868.json","Contractor","","Solved","Cleaned by contractor","solved","5"
"**Address:** 1110 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T17:51:11Z","45.50077","-122.65372",8559017236631,"FALSE",66865,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66865.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 320 SW OAK ST, Portland, OREGON 97204",NA,"2023-03-20T17:48:26Z","45.52080238036155","-122.6745066046715",8559017236631,"FALSE",66859,"**Location Details:** HAPPENED ON THE OAK ST SIDE OF THE BUILDING ON WINDOWS AND ON FRAMES OF WINDOWS","**Location name:** CHURCH OF SCIENTOLOGY OF PORTLAND",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66859.json","Contractor","","Solved",NA,"open",NA
"**Address:** 1411 SW 14TH AVE, Portland, OREGON 97201",NA,"2023-03-20T17:21:18Z","45.51626","-122.68918",8559017236631,"FALSE",66827,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66827.json","Contractor","","Solved",NA,"closed",NA
"**Address:** 2010 NW FRONT AVE, Portland, OREGON 97209",NA,"2023-03-20T17:15:41Z","45.537959564587325","-122.68836289644244",8559017236631,"FALSE",66818,"**Location Details:** electrical box with graffiti all over it (corner of NW Front Ave & NW 17th Ave) same tag ""PINO"" in red also tagged all over NW waterfront","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66818.json","Contractor","","Solved",NA,"closed",NA
"**Address:** 1840 NW FRONT AVE, Portland, OREGON 97209","graffiti_removal_services_grs","2023-03-20T17:13:07Z","45.536287481349845","-122.68547147512437",8559017236631,"FALSE",66816,"**Location Details:** corner of NW 15th Ave & NW Naito Pkwy near Bridgetown Lofts","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66816.json","PBOT SSL","","Solved","SSL asset referred to contractor","solved",NA
"**Address:** N/A",NA,"2023-03-20T17:04:43Z","45.536715839995054","-122.68453270196916",8559017236631,"FALSE",66803,"**Location Details:** Homeless camped out underneath Fremont Bridge structure near riverwalk again, and still there as of 10am Monday, March 20, 2023. More graffiti all over the Fremont Bridge structure again. Fremont bridge structure constantly covered in graffiti. There is a lot more graffiti currently on Fremont Bridge structure, but could not take photo since homeless are currently there.","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66803.json","Contractor","","Open","Awaiting info","open",NA
"**Address:** 1135 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T16:48:38Z","45.50139","-122.65331",8559017236631,"FALSE",66780,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66780.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 1135 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T16:47:38Z","45.50139","-122.65331",8559017236631,"FALSE",66779,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66779.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 1223 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T16:46:47Z","45.50095","-122.65239",8559017236631,"FALSE",66778,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66778.json","Contractor","","Solved","Cleaned by contractor","solved","8"
"**Address:** 1223 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T16:45:58Z","45.50095","-122.65239",8559017236631,"FALSE",66775,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66775.json","Contractor","","Solved","Cleaned by contractor","solved","1"
"**Address:** 1223 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T16:45:07Z","45.50095","-122.65239",8559017236631,"FALSE",66773,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66773.json","Contractor","","Solved","Cleaned by contractor","solved","11"
"**Address:** SE 19TH AVE AND SE POWELL BLVD FRONTAGE RD, PORTLAND, OREGON","graffiti_removal_services_grs","2023-03-20T16:43:51Z","45.49989066903","-122.64665893609",8559017236631,"FALSE",66771,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66771.json","Contractor","","Solved","Cleaned by contractor","solved","4"
"**Address:** 2007 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T16:42:15Z","45.4998","-122.64542",8559017236631,"FALSE",66767,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66767.json","Contractor","","Solved","Cleaned by contractor","solved","6"
"**Address:** 2929 SE POWELL BLVD, Portland, OREGON 97202","graffiti_removal_services_grs","2023-03-20T16:41:12Z","45.49752","-122.635",8559017236631,"FALSE",66765,"NA","NA",NA,"https://portlandoregon.zendesk.com/api/v2/tickets/66765.json","Contractor","","Solved","Cleaned by contractor","solved","4"
